WKT,nama,deskripsi
"POLYGON ((106.7474163 -6.3610623, 106.7446698 -6.3747105, 106.7477597 -6.3839228, 106.7429531 -6.3962056, 106.7408932 -6.4071235, 106.7371167 -6.4067823, 106.7326535 -6.4204293, 106.7319668 -6.4296407, 106.7347134 -6.4340758, 106.7329968 -6.4432871, 106.8850888 -6.4627325, 106.8916119 -6.4477221, 106.8947018 -6.4340758, 106.8977917 -6.4197469, 106.898135 -6.4020058, 106.8971051 -6.3883583, 106.8964184 -6.3835816, 106.8734158 -6.3808521, 106.8541897 -6.3788049, 106.8380535 -6.3767577, 106.8222607 -6.3716397, 106.8047512 -6.3658392, 106.7858685 -6.3631096, 106.768359 -6.3614035, 106.7474163 -6.3610623))",Kota administrasi depok,
