WKT,nama,deskripsi
"POLYGON ((110.0205399 -7.8941209, 110.1743485 -7.9689294, 110.2498795 -8.0042886, 110.3350235 -8.0301261, 110.3638626 -8.0654801, 110.4242875 -8.0953925, 110.5835892 -8.1416165, 110.6742264 -8.1783199, 110.7044388 -8.1864758, 110.7085587 -8.2000685, 110.7250382 -8.1946315, 110.7579972 -8.1959907, 110.8321549 -8.2041463, 110.8321549 -8.1769606, 110.8143021 -8.1470542, 110.8005692 -8.1633671, 110.7840897 -8.1565701, 110.7909562 -8.1144265, 110.7717301 -8.0627606, 110.7552506 -8.0219671, 110.7703568 -7.9770895, 110.7662369 -7.9145246, 110.7785965 -7.8832386, 110.785463 -7.8519502, 110.7840897 -7.8179384, 110.7662369 -7.8124963, 110.752504 -7.8261015, 110.7415177 -7.8056935, 110.7181717 -7.7948088, 110.6948258 -7.8084146, 110.6714798 -7.8002512, 110.6701065 -7.7866451, 110.6591202 -7.7988906, 110.6426407 -7.7988906, 110.6192948 -7.7988906, 110.601442 -7.8029724, 110.5767228 -7.8070541, 110.5835892 -7.790727, 110.5616166 -7.7812026, 110.5478836 -7.790727, 110.5286576 -7.7948088, 110.5121781 -7.771678, 110.4970719 -7.771678, 110.4915787 -7.7499066, 110.4723526 -7.6532824, 110.4627396 -7.5961142, 110.4558731 -7.5566364, 110.4407669 -7.5416612, 110.3803421 -7.6015591, 110.3363968 -7.631505, 110.299318 -7.6600877, 110.2718521 -7.7063604, 110.2622391 -7.6886685, 110.2622391 -7.6736978, 110.266359 -7.6519214, 110.2567459 -7.6423938, 110.2402665 -7.6505603, 110.2114273 -7.6478382, 110.190828 -7.6464771, 110.1688553 -7.645116, 110.1413895 -7.6491993, 110.1180436 -7.6696148, 110.1358963 -7.6873075, 110.1331498 -7.7022777, 110.1317765 -7.7294949, 110.1125504 -7.7730386, 110.0892044 -7.7920876, 110.0631119 -7.8138568, 110.058992 -7.8342644, 110.049379 -7.8437876, 110.0466324 -7.8641938, 110.0438858 -7.8737163, 110.0205399 -7.8941209))",DIY Yogyakarta,
