WKT,nama,deskripsi
"POLYGON ((106.724172 -6.0892271, 106.7056326 -6.0967375, 106.6870932 -6.0967375, 106.6905264 -6.1083444, 106.6987661 -6.1117581, 106.6891531 -6.12473, 106.6898397 -6.137019, 106.6864065 -6.1513557, 106.6898397 -6.1643267, 106.6891531 -6.1725187, 106.714559 -6.1848065, 106.7179922 -6.1923156, 106.7234854 -6.1957288, 106.7234854 -6.2114292, 106.7166189 -6.2257639, 106.7406515 -6.2250813, 106.745458 -6.2332724, 106.7495779 -6.2441937, 106.7536978 -6.2537496, 106.7523245 -6.2728609, 106.7653707 -6.2878764, 106.7736105 -6.3015266, 106.7763571 -6.3124464, 106.7804769 -6.3179062, 106.8093161 -6.3158588, 106.7942099 -6.3499816, 106.7942099 -6.3609004, 106.8120626 -6.3643124, 106.8175558 -6.355441, 106.8388418 -6.355441, 106.842275 -6.3417923, 106.8505148 -6.3363327, 106.8594412 -6.3540761, 106.8711142 -6.355441, 106.8841604 -6.3677245, 106.9020132 -6.3704541, 106.9054464 -6.3622652, 106.9157461 -6.3649949, 106.9205526 -6.3342854, 106.9219259 -6.3138113, 106.9205526 -6.3001616, 106.9095663 -6.2981141, 106.908193 -6.2674006, 106.9068197 -6.25921, 106.9143728 -6.2564798, 106.917806 -6.2496542, 106.9342855 -6.2544321, 106.9459585 -6.2510193, 106.9473318 -6.2250813, 106.9590048 -6.2162075, 106.9672445 -6.2025551, 106.972051 -6.1786627, 106.9713644 -6.1458941, 106.9699911 -6.1144891, 106.9514517 -6.1206337, 106.9384054 -6.1308745, 106.9267324 -6.1213164, 106.9219259 -6.1062961, 106.8937735 -6.1090271, 106.8937735 -6.1315573, 106.8628744 -6.1213164, 106.8319754 -6.1295091, 106.7962698 -6.13224, 106.7825369 -6.1315573, 106.7729238 -6.1206337, 106.7427114 -6.1206337, 106.7227987 -6.1049306, 106.724172 -6.0892271))",Kota DKI Jakarta,
